WriterID,Category,Sub-Category,QAID,Article Date,WS Name,Word Count,FSN,Introduction,Product Theme,Flow of Article,Explain Features [in simple terms],Practical Application of Features,Neutral Content,USP,Priority of Features,Sentence Construction,Sub-verb agreement,Missing/ additional/ repeated words,Spelling/ Typo,Punctuation,Formatting Errors,Keyword Variation,Keyword Density,Plagiarism,Mismatch in Specs,CFM Quality,GSEO Quality,Overall Quality,Fatals Count,Non Fatals Count,Introduction,Product Theme,Flow of Article,Explain Features [in simple terms],Practical Application of Features,Neutral Content,USP,Priority of Features,Sentence Construction,Sub-verb agreement,Missing/ additional/ repeated words,Spelling/Typo,Punctuation,Formatting Errors,Keyword Variation,Keyword Density,Plagiarism,Mismatch in Specs,AuditCount
56035,Health & Beauty,Beauty and Personal Care,76749,2015-01-09,H2O Plus Natural Spring Shampoo(250 ml),100,SMPDM9KN3A7VWNDX,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
56035,Health & Beauty,Beauty and Personal Care,76749,2015-01-09,H2O Plus Sea Marine Revitalizing Shampoo(370 ml),98,SMPDM9KNPHQRQNQT,9.375,9.375,9.375,9.375,9.375,9.375,10,5,0,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,0.8,0.9125,0,1,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect sentence structure,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
60877,RPD,Home Appliance Small,55502,2015-01-09,Bajaj Majesty CEX 7 Espresso/Cappuccino Coffee Maker,195,CMKDT64ENXKDZNV7,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61454,Health & Beauty,Beauty and Personal Care,54660,2015-01-09,Bare Essentials Take Care Kit with Offer,82,CBKDRYV8X5PU9Z5Q,8.75,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.9417,1,0.9563,0,1,Not engaging ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61454,Health & Beauty,Beauty and Personal Care,54660,2015-01-09,Bare Essentials Styling Brush Kit with Offer,59,CBKDRYV8YZKZRHMX,8.75,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.9417,1,0.9563,0,1,Not engaging ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61454,Health & Beauty,Beauty and Personal Care,54660,2015-01-09,Dermalogica Shave Kit,127,CBKDUVH8ZN6MK9CH,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61454,Health & Beauty,Beauty and Personal Care,54660,2015-01-09,Maybelline Makeup Essentials Pink with Pouch,104,CBKDX6UHSPG5GRCY,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61454,Health & Beauty,Beauty and Personal Care,54660,2015-01-09,Maybelline Makeup Essentials Coral with Pouch,108,CBKDX6UH2YG8CCGT,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61454,Health & Beauty,Beauty and Personal Care,54660,2015-01-09,Dermalogica Breakout Clearing Kit,105,CBKDV384Q8QUGKCT,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,1.25,2.5,2.5,2.5,5,No,No,No,0.95,0.95,0.95,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Additional word,NA,NA,NA,NA,NA,NA,NA,1
61454,Health & Beauty,Beauty and Personal Care,54660,2015-01-09,Deborah Il Rossetto + Mini Lipliner Banded Pack,77,CBKDTWX3RSRTGAYH,8.75,9.375,9.375,9.375,8.75,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.9333,1,0.95,0,2,Not engaging ,NA,NA,NA,Practical application of features not explained,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61904,Baby Care,Baby Care,54660,2015-01-09,Advance Baby Baby Carrier,181,BCCDYYF6GCNGHWDC,9.375,9.375,9.375,9.625,9.625,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.9567,1,0.9675,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61904,Baby Care,Baby Care,54660,2015-01-09,Advance Baby Baby Carrier,181,BCCDYGJFH3THSGGX,9.375,9.375,9.375,9.625,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.9533,1,0.965,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61904,Baby Care,Baby Care,54660,2015-01-09,Quick Dry Baby Carrier Teddy,116,BCCDAGYQEFG6KW4E,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61904,Baby Care,Baby Care,54660,2015-01-09,Kushies Ella Elephant Blanket,172,CTYDNW3GV6BCSAAZ,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61904,Baby Care,Baby Care,54660,2015-01-09,Piyo Piyo Two Way Stroller,167,STRDEYP3GHWZ9D6B,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61904,Baby Care,Baby Care,54660,2015-01-09,MeeMee Nursery Shoulder Diaper Bag,162,DBGDAGXV37H8E4FA,9.625,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.9533,1,0.965,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61904,Baby Care,Baby Care,54660,2015-01-09,MeeMee Nursery Nursery Bag,170,DBGDAGXV7VFTRSGH,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61904,Baby Care,Baby Care,54660,2015-01-09,MeeMee Nursery Nursery Bag,189,DBGDAGXV8UURPRFC,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61949,Baby Care,Baby Care,54660,2015-01-09,New Natraj Dyna Pram - Standard,133,STRDDZMGJMRHWFHR,9.375,9.375,9.375,8.75,9.375,9.375,10,5,5,5,2.5,2.5,1.25,2.5,5,No,No,No,0.9417,0.95,0.9438,0,2,NA,NA,NA,Multiple sentences required rephrasing ,NA,NA,NA,NA,NA,NA,NA,NA,Missing punctuation,NA,NA,NA,NA,NA,1
61949,Baby Care,Baby Care,54660,2015-01-09,Mothertouch Pram Deluxe,151,STRDFACQYPP28PEW,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61949,Baby Care,Baby Care,54660,2015-01-09,Luvlap Baby Stroller,118,STREFWYM2F6WXGGX,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,1.25,2.5,2.5,2.5,5,No,No,No,0.95,0.95,0.95,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing word,NA,NA,NA,NA,NA,NA,NA,1
61949,Baby Care,Baby Care,54660,2015-01-09,Luvlap Baby High Chair - Sunshine,131,CHRDQ9PADNWV9K9G,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61949,Baby Care,Baby Care,54660,2015-01-09,Pigeon Baby Nappy Diaper (Malaysian) - Large,99,DPRDADE2KQBECJMU,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
61949,Baby Care,Baby Care,54660,2015-01-09,Pigeon Disposable Diaper Liner,80,DPRDADE2KZZGXXGY,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,0,2.5,2.5,2.5,2.5,5,No,No,No,0.95,0.8,0.9125,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verb does not agree with subject,NA,NA,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,Textbook of Preventive and Community Dentistry (English) 2nd Edition (Paperback),128,9788123915241,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,Cracking the SAT with 5 Practice Tests  2015 Edition (English) (Paperback) ,100,9780804124652,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,Practical Chemistry (English) New edition Edition (Paperback),92,9788131803714,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,Modern C++ Design : Generic Programming and Design Patterns Applied (English) 1st Edition (Paperback) ,125,9788131711156,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,Cloud Computing: Automating the Virtualized Data Center (English) 1st Edition (Paperback),120,9788131786932,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,JEE/ISEET Super Course in Chemistry Physical (English) 1st Edition (Paperback),113,9788131788776,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,0.95,0.95,0.95,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,MCQS IN ORAL AND MAXILLOFACIAL PATHOLOGY WITH EXPL.FOR PG DENTAL ENT.EXAM. (English) 1/e Edition (Paperback) ,84,9788180618598,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,WHAT IS MATHEMATICS? 2/ED (English) 2nd Edition (Paperback),133,9780195687101,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,Outlines of Indian Legal and Constitutional History (English) 7th Edition (Paperback),129,9789351431077,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,IOEL - International Olympiad of English Language Preparatory Text Book (Class - 6) (English) (Paperback),173,9789381535950,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,0,2.5,2.5,5,No,No,No,0.95,0.9,0.9375,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,Golden Social Science with Sample Papers Term 1 & 2 (Class 10) (English) New Edition (Paperback) ,160,9788122421743,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62182,Books,Books,21031,2015-01-09,18 Years J & K Chapterwise Solutions - Physics and Chemistry (English) (Paperback) ,119,9789384248512,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62487,Books,Books,21031,2015-01-09,Rajinikanth: The Definitive Biography (English) (Hardcover) ,207,9780670086207,9.625,10,10,10,10,9.625,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.99,1,0.9925,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62487,Books,Books,21031,2015-01-09,Napoleon (English) (Paperback) ,138,9780712662475,9.375,9.625,9.625,9.625,9.625,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.9633,1,0.9725,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62487,Books,Books,21031,2015-01-09,The LEGO Movie: Mighty Allies Activity Book with Minifigure (Paperback) ,136,9780723291121,9.625,9.625,9.625,9.625,9.625,9.625,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.97,1,0.9775,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62487,Books,Books,21031,2015-01-09,Doctor Faustus (English) (Paperback),184,9780749386573,9.625,9.625,9.625,9.625,9.625,9.625,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.97,1,0.9775,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62509,Books,Books,54660,2015-01-09,Quantum Chemistry 4e PB (English) 4th Edition,148,9788122424089,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62509,Books,Books,54660,2015-01-09,Problems in Electrical Engineering (English) 9th Edition,121,9788123908588,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62509,Books,Books,54660,2015-01-09,Web Enabled Commercial Application Development Using HTML  JavaScript  DHTML (With CD) and PHP (English) 4th Edition,117,9788183330084,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62509,Books,Books,54660,2015-01-09,Cambridge Grammar For Ielts With Answer With Acd (English) 1st Edition,130,9780521706117,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62509,Books,Books,54660,2015-01-09,NTSE (National Talent Search Examination) SAT/MAT for Class X (16 Solved Paper) PB (English),145,9788183574808,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,0.95,0.95,0.95,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 letter wrong,NA,NA,NA,NA,NA,NA,1
62509,Books,Books,54660,2015-01-09,GMAT Math Prep. Course - 2015 (English),94,9788172345013,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,0.95,0.95,0.95,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 letter wrong,NA,NA,NA,NA,NA,NA,1
62509,Books,Books,54660,2015-01-09,ICSE Mastering Mathematics (Class - 8) (English),159,9788178555126,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62509,Books,Books,54660,2015-01-09,FOR ALL COMPETITIVE EXAMINATION IDIOMS & PHRASES PB (English),142,9788183489331,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
62509,Books,Books,54660,2015-01-09,Science & Technology Foundation Series - Chemistry: Class IX (English) 1st Edition,169,9788131517185,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,1.25,5,No,No,No,0.95,0.95,0.95,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect formatting - spacing,NA,NA,NA,NA,1
72062,Books,Books,76749,2015-01-09,How to have Confidence(Paperback),159,9788183223256,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,1.25,5,No,No,No,0.95,0.95,0.95,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect formatting,NA,NA,NA,NA,1
72062,Books,Books,76749,2015-01-09,MegaLiving: 30 Days To A erfect Life(Paperback),290,9788179928103,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
72062,Books,Books,76749,2015-01-09,Kitchen Library Eat Lite (Set Of 5 Books) (English)(Paperback),222,9788179916193,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
72062,Books,Books,76749,2015-01-09,Mithai (English),153,9788178693750,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
72062,Books,Books,76749,2015-01-09,Taslima Nasrin (English)(Paperback),146,9788188575053,9.375,9.375,9.375,9.375,9.375,9.375,10,5,2.5,5,2.5,1.25,2.5,2.5,5,No,No,No,0.95,0.85,0.925,0,2,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect sentence structure,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
72062,Books,Books,76749,2015-01-09,SRK: Still Reading Khan (English)(Hardcover),235,9798187107612,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
72187,RPD,Home Appliance Small,55502,2015-01-09,Eveready HL 05 Emergency Light,124,EMLDEUT6HEWRZGQY,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
72187,RPD,Beauty and Personal Care,55502,2015-01-09,System Professional Luxe Oil,246,HOLE2QUCB4JHPWAC,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
72187,RPD,Computer Accessory,75802,2015-01-09,Samsung MicroSDHC 16 GB Class 10 Pro,283,ACCDXY5MEGFKZN56,9.375,9.375,9.625,9.625,9.625,10,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.9683,1,0.9763,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
72187,RPD,Toy,75802,2015-01-09,Parrot Rolling Spider (Mini Drone),421,RCTE22EHHTCVFMWH,9.625,10,10,10,10,8.75,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.9783,1,0.9838,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
72187,RPD,Entertainment Large,75802,2015-01-09,Onida LEO40FS 101 cm (40) LED TV,333,TVSEYF7HNNTDRDHR,9.625,9.625,9.375,8.75,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.9483,1,0.9613,0,1,NA,NA,NA,Multiple sentences required rephrasing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
72891,RPD,Computer Accessory,75802,2015-01-09,DigiFlip M501 Wireless 1000/2000 DPI Speed Ergonomic Mouse (Grey),253,ACCDZKYT3E4ZUKEX,9.625,10,10,9.625,10,10,10,5,5,5,2.5,2.5,1.25,2.5,5,No,No,No,0.99,0.95,0.98,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect use of punctuation,NA,NA,NA,NA,NA,1
72891,RPD,Mobiles & Accessories,75802,2015-01-09,Beetel X62 Cordless Landline Phone,253,LAND8EJHHSDXQWQN,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
73343,SEO,SEO Big,21031,2015-01-09,Speak Confidently with Mega Public Address Systems,488,SEO,9.375,9.375,9.375,8.75,8.75,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.9333,1,0.95,0,2,NA,NA,NA,Multiple sentences required rephrasing ,Practical application of features not explained effectively ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
73858,SEO,SEO Big,54660,2015-01-09,Johnsons baby care products,458,SEO,9.375,9.375,9.375,9.375,9.375,9.375,10,5,2.5,5,2.5,2.5,2.5,1.25,5,No,No,No,0.95,0.85,0.925,0,2,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect sentence structure,NA,NA,NA,NA,Incorrect formatting,NA,NA,NA,NA,1
73957,SEO,SEO Big,76749,2015-01-09,PC Games,488,SEO,9.375,9.375,9.375,9.625,9.625,9.625,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.96,1,0.97,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
74565,Baby Care,Baby Care,76749,2015-01-09,Farlin Baby Cuddler(Blue),130,BCCDG36HNWSXP4GJ,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,0.95,1,0.9625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
74565,Baby Care,Baby Care,76749,2015-01-09,ERGObaby Infant Insert,115,BCCDC2HZF8YFWHAR,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,2.5,1.25,2.5,2.5,2.5,5,No,No,No,0.95,0.85,0.925,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verb does not agree with subject,Missing word,NA,NA,NA,NA,NA,NA,NA,1
74565,Baby Care,Baby Care,76749,2015-01-09,Littles Bassinet(Blue),120,CBTDS9FFTSRWE3BW,9.375,9.375,9.375,9.375,9.625,9.375,10,5,2.5,5,2.5,0,2.5,2.5,5,No,No,No,0.9533,0.8,0.915,0,2,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect sentence structure,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
74565,Baby Care,Baby Care,76749,2015-01-09,Advance Baby Hosiery Baby Carrier(Blue),125,BCCDZ7FWQXSXRPRK,9.625,9.375,9.375,9.375,9.625,9.375,10,5,2.5,5,2.5,1.25,2.5,2.5,5,No,No,No,0.9567,0.85,0.93,0,2,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect sentence structure,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
74565,Baby Care,Baby Care,76749,2015-01-09,Tiny Love Crinkly Bunny(Multicolor),139,CTYDZ4WT9VCZZMDN,9.375,9.375,9.375,9.625,10,9.375,10,5,5,2.5,2.5,2.5,2.5,2.5,5,No,No,No,0.9617,0.9,0.9463,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verb does not agree with subject,NA,NA,NA,NA,NA,NA,NA,NA,1
74839,SEO,SEO Big,21031,2015-01-09,Weather Station Watches,479,SEO,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,1.25,1.25,2.5,2.5,5,No,No,No,0.95,0.9,0.9375,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing word,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
